date,kospi200,커뮤,건설,중공업,철강,에너지,정보기술,금융,생활소비재,경기소비재,산업재,헬스케어
2009-10-08,211.01,,571.48,459.25,859.42,848.75,1146.34,873.21,857.39,1104.43,,
2009-10-09,215.57,,590.59,464.12,875.36,857.44,1167.54,891.86,858.04,1130.91,,
2009-10-12,214.23,,587.26,462.66,873.41,833.67,1170.73,884.83,856.61,1125.9,,
2009-10-13,213.1,,583.24,452.23,850.56,824.04,1171.82,872.3,854.56,1121.59,,
2009-10-14,215.9,,590.81,455.28,878.72,832.17,1185.35,877.26,862.58,1134.08,,
2009-10-15,217.47,,595.85,460.01,899.44,832.27,1183.85,888.16,866.08,1129.49,,
2009-10-16,214.91,,587.34,458.74,895.73,826.69,1150.88,896.75,865.84,1097.73,,
2009-10-19,216.19,,596.75,461.69,910.27,830.4,1162.0,898.61,863.57,1106.43,,
2009-10-20,217.53,,606.06,474.59,907.4,837.2,1168.15,903.05,867.83,1112.11,,
2009-10-21,216.64,,605.44,470.1,907.97,834.45,1158.71,898.63,866.68,1124.04,,
2009-10-22,213.25,,605.25,463.14,889.61,822.16,1129.56,878.95,855.33,1121.68,,
2009-10-23,214.73,,589.88,461.27,900.78,828.2,1141.91,876.93,853.44,1154.83,,
2009-10-26,217.45,,596.36,458.47,916.4,832.49,1148.76,891.87,866.31,1183.18,,
2009-10-27,216.47,,594.0,451.22,915.2,824.83,1149.34,887.26,860.61,1197.23,,
2009-10-28,211.03,,579.08,429.68,876.34,799.95,1111.4,873.7,852.93,1177.06,,
2009-10-29,207.68,,564.91,413.78,839.19,786.97,1112.64,855.18,841.89,1168.9,,
2009-10-30,206.81,,557.16,419.0,840.41,788.16,1108.96,844.49,839.81,1139.77,,
2009-11-02,204.25,,554.54,417.61,827.53,775.27,1096.62,832.22,838.6,1103.06,,
2009-11-03,203.13,,553.06,413.79,824.1,759.33,1092.54,812.71,835.52,1107.08,,
2009-11-04,207.18,,565.66,424.71,839.21,781.58,1122.1,836.17,839.06,1128.23,,
2009-11-05,203.52,,551.86,417.17,828.34,762.98,1099.23,829.63,832.46,1099.63,,
2009-11-06,206.53,,559.94,421.85,846.76,777.19,1114.04,838.66,832.01,1123.54,,
2009-11-09,207.29,,569.7,421.66,851.36,780.83,1120.34,841.64,832.37,1114.16,,
2009-11-10,208.23,,573.02,417.5,860.66,784.8,1125.02,847.63,832.45,1122.17,,
2009-11-11,210.08,,580.72,422.64,864.57,791.34,1137.87,856.64,840.86,1125.06,,
2009-11-12,206.67,,574.78,424.34,853.15,785.23,1113.31,839.18,830.07,1097.19,,
2009-11-13,206.84,,575.4,422.05,872.76,782.07,1100.85,850.64,832.5,1091.94,,
2009-11-16,209.9,,591.43,426.29,885.01,788.75,1123.4,856.88,839.07,1105.16,,
2009-11-17,209.0,,592.91,427.51,887.66,784.33,1109.36,860.29,836.02,1082.84,,
2009-11-18,211.56,,599.21,425.53,887.52,795.15,1119.95,873.81,839.57,1096.65,,
2009-11-19,213.89,,598.18,427.07,893.47,809.98,1140.65,885.51,841.11,1116.08,,
2009-11-20,213.76,,597.64,430.63,890.06,814.39,1147.14,885.86,839.07,1116.87,,
2009-11-23,213.72,,597.46,427.96,886.5,809.55,1148.97,893.77,837.87,1100.72,,
2009-11-24,211.92,,595.77,425.57,890.97,802.48,1131.73,883.89,837.22,1099.85,,
2009-11-25,212.61,,593.16,430.53,889.98,806.04,1130.15,875.9,843.9,1106.25,,
2009-11-26,210.77,,576.12,426.26,884.97,806.27,1127.94,851.8,843.75,1093.06,,
2009-11-27,200.73,,529.85,395.8,842.05,772.98,1083.96,794.42,821.08,1043.08,,
2009-11-30,204.75,,550.09,400.85,858.57,793.45,1099.5,820.9,825.0,1078.56,,
2009-12-01,207.07,,544.41,403.17,866.65,795.73,1113.07,830.51,829.52,1092.66,,
2009-12-02,210.25,,552.91,405.57,878.21,810.02,1143.19,846.81,832.12,1104.3,,
2009-12-03,213.31,,564.2,417.9,883.07,818.76,1174.71,859.18,836.86,1111.65,,
2009-12-04,214.5,,560.67,427.47,883.86,826.06,1186.84,860.96,844.64,1118.19,,
2009-12-07,215.55,,567.69,431.27,876.18,830.4,1190.05,863.79,844.5,1129.73,,
2009-12-08,214.91,,565.74,432.2,869.72,830.62,1190.38,858.82,844.61,1126.91,,
2009-12-09,215.75,,565.4,437.34,869.88,832.53,1204.7,856.04,845.78,1148.66,,
2009-12-10,218.73,,573.56,451.15,876.56,837.72,1216.91,867.69,857.49,1161.78,,
2009-12-11,218.77,,569.89,453.89,899.03,852.8,1209.39,861.96,849.89,1154.7,,
2009-12-14,219.51,,582.0,455.59,912.74,856.25,1199.88,867.61,853.56,1160.55,,
2009-12-15,219.6,,574.08,454.85,916.76,854.15,1198.22,872.65,852.17,1171.68,,
2009-12-16,219.32,,574.42,456.34,912.84,846.0,1201.1,867.4,849.14,1174.64,,
2009-12-17,216.9,,566.8,451.78,912.34,838.67,1189.6,853.13,845.38,1168.76,,
2009-12-18,216.68,,566.8,445.87,915.76,835.2,1202.77,838.23,842.32,1165.24,,
2009-12-21,216.2,,560.22,442.96,903.89,835.31,1206.51,836.22,837.45,1171.7,,
2009-12-22,217.87,,574.43,445.24,904.78,835.26,1214.19,840.19,841.77,1178.79,,
2009-12-23,218.95,,574.71,441.37,908.25,840.1,1226.64,836.18,842.5,1195.1,,
2009-12-24,221.67,,583.38,445.15,929.0,850.57,1235.67,845.23,853.54,1223.45,,
2009-12-28,222.03,,601.68,451.8,939.86,848.66,1226.66,849.48,856.5,1214.0,,
2009-12-29,220.34,,593.87,446.44,931.7,843.03,1231.18,832.2,843.9,1211.72,,
2009-12-30,221.86,,590.56,446.02,939.59,851.16,1246.89,829.71,846.14,1226.75,,
2010-01-04,223.49,,594.55,445.3,943.74,852.76,1271.77,840.79,847.82,1227.93,,
2010-01-05,222.84,,596.5,447.53,946.88,863.33,1261.57,841.47,843.28,1172.47,,
2010-01-06,224.67,,605.13,459.28,951.63,871.83,1272.81,846.5,841.41,1178.01,,
2010-01-07,221.31,,602.67,486.16,945.35,864.87,1225.83,833.44,841.05,1148.5,,
2010-01-08,222.66,,608.19,499.92,946.0,877.71,1220.42,841.52,844.53,1147.36,,
2010-01-11,222.23,,622.66,503.0,950.47,875.42,1193.82,859.34,848.01,1124.37,,
2010-01-12,223.04,,626.86,497.83,954.64,877.83,1206.28,852.65,851.57,1131.8,,
2010-01-13,219.17,,613.48,478.61,923.15,855.88,1196.53,838.61,849.37,1122.94,,
2010-01-14,221.19,,611.31,492.79,923.53,869.64,1218.59,832.09,846.5,1127.01,,
2010-01-15,223.21,,612.61,521.74,927.19,874.4,1220.32,828.0,855.55,1147.03,,
2010-01-18,224.38,,618.73,523.32,927.32,883.23,1239.99,816.8,866.4,1153.3,,
2010-01-19,224.13,,620.85,525.64,932.78,878.56,1227.38,824.08,883.38,1142.78,,
2010-01-20,224.83,,615.23,517.84,940.48,865.88,1223.27,817.56,904.99,1144.1,,
2010-01-21,226.16,,619.54,521.32,930.64,865.29,1243.43,818.61,898.38,1164.14,,
2010-01-22,220.68,,606.77,506.71,898.01,841.79,1220.87,789.8,887.26,1155.02,,
2010-01-25,219.33,,583.93,502.79,891.34,829.52,1224.96,778.81,869.59,1151.32,,
2010-01-26,214.89,,565.93,493.33,870.23,810.42,1189.19,772.65,870.64,1125.55,,
2010-01-27,213.02,,558.73,480.52,860.38,803.44,1172.71,756.94,899.75,1129.23,,
2010-01-28,215.67,,571.72,479.39,861.61,812.99,1193.21,779.4,893.52,1148.72,,
2010-01-29,210.34,,561.5,461.64,842.43,785.78,1157.55,760.48,884.02,1138.38,,
2010-02-01,210.76,,552.3,473.23,835.39,788.29,1149.01,773.72,883.96,1153.81,,
2010-02-02,209.27,,547.14,470.15,840.93,784.19,1131.94,770.01,877.08,1131.52,,
2010-02-03,211.86,,561.81,482.11,861.78,797.94,1137.68,782.9,872.56,1143.89,,
2010-02-04,211.72,,560.98,488.16,852.35,795.13,1141.84,773.23,875.41,1161.54,,
2010-02-05,205.06,,538.04,476.93,818.74,774.54,1107.61,736.44,858.36,1137.66,,
2010-02-08,203.37,,523.34,468.84,798.18,764.43,1113.77,715.34,861.87,1141.84,,
2010-02-09,206.01,,538.46,469.68,812.13,772.17,1127.4,738.33,858.0,1141.37,,
2010-02-10,205.94,,539.0,471.1,815.14,774.49,1130.84,743.88,851.09,1130.77,,
2010-02-11,209.73,,550.87,491.0,836.99,791.88,1140.57,764.1,862.74,1150.2,,
2010-02-12,208.74,,552.48,491.3,830.52,793.97,1137.24,759.56,865.17,1142.85,,
2010-02-16,209.73,,557.27,496.63,848.77,800.39,1138.45,755.53,862.44,1151.86,,
2010-02-17,213.44,,567.59,496.96,857.87,812.87,1166.01,777.32,868.15,1163.02,,
2010-02-18,212.55,,568.49,496.06,859.29,810.24,1162.23,771.56,864.41,1160.61,,
2010-02-19,208.7,,555.38,486.29,843.14,791.47,1141.81,752.77,855.99,1148.24,,
2010-02-22,213.28,,565.08,503.34,868.81,810.89,1164.72,774.17,863.93,1171.6,,
2010-02-23,213.45,,569.08,505.91,875.82,811.78,1156.47,776.5,866.32,1178.34,,
2010-02-24,210.92,,566.09,504.59,865.99,813.65,1138.01,770.79,855.64,1168.96,,
2010-02-25,207.56,,553.65,493.41,855.72,807.37,1119.88,752.58,844.35,1162.62,,
2010-02-26,208.36,,559.26,488.28,864.65,816.62,1119.66,752.1,849.73,1169.15,,
2010-03-02,211.44,,571.49,492.74,867.62,820.36,1146.03,768.83,851.25,1169.97,,
2010-03-03,212.36,,573.04,496.45,866.83,823.8,1154.22,778.4,850.32,1175.39,,
2010-03-04,211.91,,572.97,498.07,866.56,823.04,1147.27,779.29,847.11,1170.64,,
2010-03-05,214.05,,581.59,512.33,871.41,836.62,1157.24,781.69,850.08,1178.98,,
2010-03-08,217.73,,587.88,526.3,896.65,845.81,1167.66,799.12,869.42,1189.35,,
2010-03-09,217.82,,589.95,529.09,894.09,850.41,1157.89,799.52,877.61,1181.1,,
2010-03-10,217.82,,590.1,529.16,888.68,858.09,1164.95,793.83,878.22,1184.95,,
2010-03-11,216.76,,584.39,527.85,887.04,854.63,1164.12,794.1,874.8,1169.49,,
2010-03-12,217.35,,582.41,534.5,900.79,861.14,1168.93,796.51,878.01,1158.91,,
2010-03-15,215.49,,579.82,535.87,895.74,853.61,1157.38,786.78,871.74,1154.64,,
2010-03-16,215.25,,577.87,533.54,889.31,854.82,1162.3,786.63,867.15,1162.18,,
2010-03-17,220.28,,583.88,540.28,904.42,871.26,1198.64,805.68,876.14,1183.3,,
2010-03-18,219.02,,589.46,533.38,897.05,873.31,1196.85,795.47,871.74,1175.07,,
2010-03-19,220.48,,596.14,537.37,903.3,880.86,1206.11,794.37,876.41,1193.13,,
2010-03-22,218.52,,590.27,539.14,887.64,874.28,1197.92,782.79,869.23,1191.66,,
2010-03-23,220.09,,601.18,542.64,886.24,865.89,1217.12,788.05,870.61,1205.48,,
2010-03-24,220.09,,593.67,537.55,886.73,863.72,1224.91,784.39,865.2,1206.78,,
2010-03-25,221.07,,587.38,533.82,880.7,865.97,1242.62,789.99,875.78,1212.9,,
2010-03-26,222.25,,591.57,541.07,883.97,877.29,1244.61,798.88,876.32,1211.51,,
2010-03-29,221.6,,583.5,544.6,886.44,874.95,1243.77,792.48,865.24,1212.72,,
2010-03-30,222.48,,584.76,545.92,888.47,877.52,1246.37,811.1,870.33,1210.93,,
2010-03-31,221.58,,580.11,546.77,882.62,877.16,1247.12,805.33,863.46,1200.6,,
2010-04-01,225.47,,580.94,552.01,884.09,885.8,1294.73,818.8,865.8,1222.82,,
2010-04-02,226.69,,577.53,544.27,899.66,888.37,1305.78,821.26,852.55,1240.67,,
2010-04-05,227.48,,568.48,530.8,903.09,880.53,1326.6,819.87,844.73,1252.97,,
2010-04-06,227.51,,570.35,533.59,908.99,874.84,1317.68,824.14,853.15,1246.51,,
2010-04-07,227.31,,569.19,534.66,920.17,897.65,1305.49,814.13,859.51,1250.02,,
2010-04-08,228.27,,574.75,537.03,922.51,901.9,1324.35,810.41,863.36,1253.08,,
2010-04-09,226.81,,573.46,532.45,910.53,901.85,1310.65,810.86,862.3,1244.52,,
2010-04-12,224.59,,573.92,538.52,921.01,898.59,1274.18,823.23,861.35,1204.19,,
2010-04-13,224.69,,571.24,536.46,910.59,895.4,1287.65,822.11,856.58,1223.14,,
2010-04-14,228.08,,568.06,553.77,919.38,900.85,1307.94,850.41,862.88,1226.56,,
2010-04-15,229.17,,567.03,559.45,916.42,895.9,1307.39,872.31,863.91,1221.57,,
2010-04-16,227.69,,568.63,557.77,906.56,897.39,1289.9,866.41,855.54,1215.3,,
2010-04-19,223.65,,551.95,555.62,889.04,877.16,1264.66,845.71,846.59,1208.18,,
2010-04-20,225.13,,555.47,558.28,896.5,885.19,1272.62,845.59,856.82,1232.69,,
2010-04-21,229.09,,556.8,570.52,910.81,909.03,1312.8,853.97,856.71,1251.91,,
2010-04-22,227.76,,559.17,569.2,907.42,919.93,1307.15,842.37,846.73,1253.24,,
2010-04-23,227.36,,548.69,561.98,908.85,913.46,1311.75,843.47,846.85,1269.12,,
2010-04-26,229.64,,547.54,563.55,922.7,924.1,1327.8,858.61,850.2,1276.78,,
2010-04-27,229.28,,550.69,565.66,912.71,922.88,1330.18,855.41,845.75,1273.46,,
2010-04-28,226.98,,538.22,559.58,901.83,928.79,1330.52,831.13,830.98,1282.08,,
2010-04-29,226.11,,521.61,555.7,902.59,918.32,1323.01,825.79,829.82,1298.51,,
2010-04-30,227.95,,528.88,551.51,877.06,933.19,1342.46,833.82,833.88,1309.37,,
2010-05-03,225.1,,513.78,546.13,867.6,931.23,1314.74,831.31,833.85,1293.87,,
2010-05-04,224.76,,511.28,543.88,869.98,929.0,1302.34,825.4,832.19,1307.06,,
2010-05-06,220.21,,496.06,529.38,849.9,907.51,1280.03,793.65,821.57,1301.12,,
2010-05-07,215.09,,480.77,516.08,829.86,896.5,1257.78,763.8,806.91,1273.09,,
2010-05-10,219.1,,501.95,529.0,853.09,903.88,1286.37,786.96,817.07,1281.46,,
2010-05-11,217.63,,495.81,523.24,843.43,914.41,1287.56,776.18,815.94,1278.21,,
2010-05-12,216.78,,481.9,519.48,839.66,916.06,1287.24,761.99,820.45,1296.36,,
2010-05-13,220.8,,479.11,522.02,852.52,924.81,1313.88,785.6,826.94,1335.68,,
2010-05-14,221.08,,473.23,516.09,850.33,922.78,1319.76,778.45,825.95,1367.16,,
2010-05-17,215.36,,462.5,500.12,821.36,895.41,1295.98,749.23,812.25,1354.38,,
2010-05-18,214.42,,466.11,505.46,819.79,878.1,1259.55,751.14,823.75,1321.9,,
2010-05-19,212.43,,457.22,489.76,804.23,867.73,1249.44,747.86,822.57,1335.02,,
2010-05-20,208.78,,448.75,468.03,789.02,849.91,1220.42,746.52,817.39,1321.34,,
2010-05-24,210.27,,454.47,477.06,812.31,850.13,1219.2,756.99,817.57,1314.31,,
2010-05-25,204.83,,438.82,464.04,788.11,828.18,1198.1,726.95,795.09,1285.39,,
2010-05-26,206.62,,441.66,469.24,805.99,834.72,1228.44,710.95,793.36,1311.72,,
2010-05-27,209.83,,446.02,474.47,820.51,848.6,1244.67,728.31,794.91,1321.8,,
2010-05-28,212.1,,453.72,481.11,826.34,867.66,1250.17,740.0,801.93,1327.88,,
2010-05-31,214.34,,470.81,487.27,831.06,880.71,1255.69,749.81,816.1,1349.86,,
2010-06-01,213.02,,478.03,483.97,824.54,877.83,1250.1,749.89,826.67,1312.15,,
2010-06-03,217.58,,481.43,491.72,836.07,891.62,1267.58,790.57,846.32,1322.67,,
2010-06-04,218.03,,476.8,493.43,811.81,897.21,1291.32,781.56,845.86,1332.91,,
2010-06-07,214.38,,465.2,479.42,792.77,883.89,1270.9,755.56,834.78,1329.33,,
2010-06-08,216.08,,477.6,483.21,800.24,892.35,1266.62,771.77,838.83,1351.36,,
2010-06-09,215.26,,480.81,478.41,808.63,897.9,1242.67,777.11,848.41,1344.31,,
2010-06-10,215.73,,481.08,486.37,818.0,903.67,1244.13,776.27,847.52,1340.68,,
2010-06-11,219.22,,489.12,504.0,832.73,909.58,1257.33,785.04,851.77,1358.78,,
2010-06-14,221.43,,499.79,509.95,850.15,914.4,1270.77,790.51,854.36,1373.83,,
2010-06-15,221.34,,499.67,510.56,851.54,924.17,1275.22,785.0,848.75,1390.56,,
2010-06-16,223.34,,501.89,518.82,858.77,936.72,1291.66,788.79,844.59,1394.35,,
2010-06-17,223.45,,495.49,518.45,868.34,947.28,1304.03,781.21,838.41,1402.94,,
2010-06-18,223.77,,500.23,515.25,857.42,953.37,1311.59,782.52,840.6,1399.57,,
2010-06-21,227.69,,517.78,531.5,904.62,974.97,1317.49,793.96,847.55,1416.79,,
2010-06-22,226.45,,517.88,536.68,900.41,970.41,1299.44,787.21,847.6,1413.03,,
2010-06-23,225.59,,515.67,539.71,911.22,976.03,1289.0,783.99,847.71,1392.55,,
2010-06-24,227.45,,528.14,548.13,914.34,986.82,1296.29,792.87,845.33,1395.72,,
2010-06-25,225.63,,522.56,549.55,901.16,978.23,1281.59,790.49,839.57,1398.72,,
2010-06-28,225.55,,515.2,547.67,899.1,984.53,1285.42,794.99,838.32,1406.87,,
2010-06-29,222.54,,507.42,541.55,876.63,969.71,1266.24,780.39,835.09,1389.16,,
2010-06-30,220.85,,506.05,534.46,868.83,970.46,1259.58,767.42,833.42,1401.51,,
2010-07-01,218.65,1000.0,508.65,534.06,871.5,969.4,1253.67,756.21,827.59,1362.07,1000.0,1000.0
2010-07-02,217.01,993.47,498.7,536.75,863.03,942.58,1239.62,757.12,824.73,1334.03,981.05,992.69
2010-07-05,217.47,1000.06,499.44,542.61,879.74,938.31,1235.51,754.51,828.39,1328.55,971.79,995.82
2010-07-06,219.12,1009.61,497.2,543.01,871.73,945.38,1267.18,753.75,821.01,1354.22,965.48,986.56
2010-07-07,217.45,1002.02,484.06,539.4,874.49,946.19,1249.61,749.6,814.64,1344.65,953.15,991.49
2010-07-08,220.78,1002.43,491.21,549.29,895.83,965.31,1260.3,776.43,819.5,1350.01,965.03,995.54
2010-07-09,224.44,1014.44,492.49,552.53,899.11,974.6,1282.64,800.13,829.14,1365.87,976.11,1001.21
2010-07-12,225.86,1008.6,490.65,551.84,899.63,996.92,1297.3,801.49,829.31,1382.56,970.03,996.85
2010-07-13,226.14,1005.62,502.51,555.09,908.71,1002.72,1289.53,806.45,834.82,1377.14,987.64,990.79
2010-07-14,229.27,1006.24,516.25,566.85,910.63,1014.0,1314.9,823.29,832.81,1391.6,1011.49,995.91
2010-07-15,228.39,996.23,515.0,558.95,902.71,1016.3,1311.1,818.91,825.82,1392.24,998.19,1004.98
2010-07-16,226.34,1003.57,512.33,561.94,907.99,1019.0,1294.9,802.85,828.13,1368.2,1009.83,1001.54
2010-07-19,225.32,995.83,524.55,549.52,907.32,1019.99,1292.46,792.53,820.42,1372.4,1016.23,989.1
2010-07-20,225.84,1000.58,523.99,545.87,920.99,1014.83,1289.29,789.75,826.5,1386.66,1001.86,982.93
2010-07-21,227.88,1003.37,527.15,554.49,942.97,1037.06,1297.1,782.73,831.64,1382.61,1014.75,993.34
2010-07-22,226.23,991.03,526.91,563.67,941.42,1040.83,1268.05,776.61,829.32,1354.5,1014.2,986.23
2010-07-23,229.5,1000.48,536.83,565.81,949.95,1041.15,1276.61,815.51,842.77,1369.77,1013.85,993.66
2010-07-26,230.87,996.06,533.31,571.1,949.16,1039.7,1296.86,818.17,839.92,1392.45,1020.45,1000.83
2010-07-27,230.93,997.85,530.82,570.22,947.95,1030.67,1290.35,812.28,840.1,1405.26,1015.7,996.24
2010-07-28,231.56,991.99,527.68,565.81,944.72,1034.69,1284.22,826.62,845.01,1406.73,1010.88,999.65
2010-07-29,231.16,989.53,529.45,564.34,942.66,1041.58,1262.56,832.65,850.87,1409.29,1016.18,989.51
2010-07-30,229.25,983.81,531.26,562.37,925.89,1034.06,1259.17,821.35,844.56,1425.49,1009.61,985.32
2010-08-02,232.22,989.21,529.99,568.09,951.92,1066.79,1268.51,830.21,846.53,1474.62,1030.43,985.6
2010-08-03,233.38,991.48,533.25,566.58,964.83,1076.16,1284.97,827.07,843.89,1480.42,1021.41,991.09
2010-08-04,233.14,988.79,535.9,569.99,982.22,1089.87,1276.73,824.34,844.44,1470.65,1018.47,1003.81
2010-08-05,232.39,986.68,527.05,571.8,984.88,1084.66,1261.96,816.36,848.78,1471.1,1021.83,1022.23
2010-08-06,232.35,993.8,526.53,582.18,976.12,1077.48,1266.34,824.57,851.71,1444.08,1027.5,1022.16
2010-08-09,233.14,1004.26,533.62,589.23,979.28,1073.26,1269.95,831.17,852.6,1454.23,1036.59,1050.98
2010-08-10,232.04,1008.47,534.49,592.59,986.77,1080.01,1270.21,823.65,848.84,1417.1,1042.46,1034.24
2010-08-11,228.98,1000.94,531.0,581.61,976.23,1074.02,1232.74,813.63,840.36,1415.55,1018.9,1015.4
2010-08-12,223.96,980.55,518.46,571.38,936.79,1038.09,1217.77,790.64,826.39,1391.57,1000.87,994.05
2010-08-13,227.01,992.33,525.46,583.94,954.55,1062.1,1245.61,792.61,830.93,1403.83,1021.18,1000.02
2010-08-16,226.51,997.05,519.92,582.17,949.83,1060.13,1250.81,781.32,831.5,1410.13,1025.16,999.94
2010-08-17,227.96,1000.97,525.75,590.38,961.13,1083.63,1259.76,785.84,838.92,1400.59,1050.99,1023.02
2010-08-18,228.9,1008.12,533.2,597.38,961.75,1109.85,1260.13,788.81,843.46,1394.54,1060.2,1034.53
2010-08-19,231.88,1008.09,536.23,596.36,978.13,1120.25,1267.46,798.4,852.48,1429.27,1049.94,1047.71
2010-08-20,231.17,1015.46,539.22,587.37,966.77,1130.35,1265.5,788.05,851.91,1434.62,1039.45,1042.97
2010-08-23,230.2,1021.59,546.45,591.1,945.77,1134.61,1258.47,787.28,850.3,1398.71,1048.99,1054.7
2010-08-24,229.42,1022.88,551.32,575.88,942.79,1117.34,1261.2,786.76,847.96,1408.79,1033.24,1073.74
2010-08-25,225.99,1012.6,541.46,562.38,923.92,1090.89,1238.09,776.78,845.11,1390.86,1014.89,1055.18
2010-08-26,225.39,1011.7,533.28,563.03,926.06,1083.14,1240.22,770.85,842.25,1395.92,1009.46,1033.02
2010-08-27,225.52,1010.36,531.54,568.59,924.74,1105.13,1232.42,770.15,841.44,1399.25,1005.27,1065.99
2010-08-30,229.63,1019.0,546.25,583.2,955.45,1123.25,1245.99,790.66,848.82,1426.04,1026.03,1070.37
2010-08-31,226.81,1020.89,536.62,575.09,956.38,1129.01,1219.59,777.29,843.88,1424.55,1023.23,1070.18
2010-09-01,229.41,1034.31,550.71,585.49,962.13,1151.02,1222.68,784.25,857.6,1465.26,1037.48,1087.01
2010-09-02,230.66,1028.92,554.39,587.73,978.63,1162.06,1245.94,772.29,865.78,1468.36,1041.64,1103.16
2010-09-03,231.04,1029.98,558.23,590.84,975.58,1148.16,1257.97,768.48,863.81,1493.07,1037.69,1098.49
2010-09-06,232.77,1021.41,559.19,592.26,972.87,1149.67,1261.89,776.39,861.8,1512.7,1052.12,1098.88
2010-09-07,232.45,1012.83,552.33,585.09,999.59,1135.62,1258.85,772.19,853.51,1500.98,1032.8,1094.17
2010-09-08,230.94,1017.81,547.26,585.12,998.11,1128.88,1244.51,763.66,847.07,1518.07,1029.69,1095.0
2010-09-09,231.53,1033.56,558.03,583.84,1003.24,1143.81,1248.08,765.48,850.65,1528.72,1034.98,1092.39
2010-09-10,233.93,1035.93,570.83,596.0,1000.94,1167.82,1254.1,780.85,861.99,1524.51,1051.14,1101.58
2010-09-13,236.34,1028.39,576.52,621.5,1024.61,1176.98,1249.69,782.72,857.32,1564.83,1053.45,1103.07
2010-09-14,235.98,1014.08,582.59,623.93,1020.98,1177.74,1226.86,790.27,858.35,1559.86,1042.14,1087.89
2010-09-15,237.14,1016.6,590.87,639.67,1025.52,1177.78,1230.29,795.43,861.53,1565.64,1055.84,1079.8
2010-09-16,235.37,1018.28,597.71,636.38,1005.06,1153.07,1228.38,787.07,864.16,1549.08,1057.17,1069.27
2010-09-17,237.64,1027.88,601.73,639.05,1010.21,1159.96,1262.25,793.7,865.06,1551.43,1062.92,1087.34
2010-09-20,238.29,1035.28,599.28,635.96,1014.07,1172.58,1258.79,801.27,861.54,1561.25,1054.94,1083.45
2010-09-24,239.8,1037.36,614.91,662.78,1027.5,1174.25,1238.3,804.12,870.39,1616.93,1093.0,1082.57
2010-09-27,241.38,1060.15,632.34,690.98,1043.19,1180.26,1244.59,805.06,873.96,1626.82,1139.66,1083.41
2010-09-28,240.59,1067.46,622.33,686.74,1061.91,1190.2,1240.76,796.23,874.25,1619.78,1143.08,1090.96
2010-09-29,242.27,1056.28,621.02,678.24,1055.48,1205.96,1262.66,797.1,884.23,1608.27,1140.3,1106.04
2010-09-30,242.95,1052.41,616.32,691.22,1066.3,1200.04,1256.12,797.54,886.06,1627.63,1160.18,1115.39
2010-10-01,243.49,1053.69,609.58,671.6,1062.87,1191.04,1249.06,816.86,890.51,1648.14,1139.58,1103.46
2010-10-04,243.99,1065.71,618.38,668.9,1048.81,1180.08,1248.18,829.69,893.92,1650.36,1145.09,1086.7
2010-10-05,244.22,1074.12,630.17,671.3,1040.46,1153.38,1240.31,840.63,901.34,1658.59,1149.43,1095.9
2010-10-06,247.7,1080.42,636.93,700.39,1070.97,1180.78,1258.04,840.6,905.5,1662.66,1163.51,1096.69
2010-10-07,247.22,1078.06,652.34,714.39,1070.2,1184.45,1252.21,839.26,900.37,1660.57,1173.99,1086.55
2010-10-08,246.51,1067.54,661.78,709.49,1074.42,1190.47,1246.2,837.21,892.68,1673.69,1174.11,1091.52
2010-10-11,245.44,1070.31,670.72,693.14,1078.14,1172.25,1227.09,831.04,893.97,1695.19,1162.45,1094.7
2010-10-12,242.35,1060.75,659.52,681.88,1069.92,1147.73,1221.06,829.44,881.66,1660.34,1140.33,1083.63
2010-10-13,242.99,1069.61,652.48,691.42,1058.75,1162.83,1234.38,838.61,881.65,1663.89,1139.59,1079.06
2010-10-14,246.25,1079.26,672.25,703.46,1062.37,1202.98,1251.37,844.91,881.77,1693.27,1156.3,1078.7
2010-10-15,246.56,1067.91,670.43,703.15,1057.0,1219.55,1264.57,846.08,884.5,1667.99,1155.01,1089.09
2010-10-18,242.64,1054.79,658.52,692.33,1052.16,1193.22,1253.68,831.63,870.72,1614.95,1128.89,1073.7
2010-10-19,240.11,1053.93,653.89,688.31,1029.14,1177.35,1241.71,817.69,860.55,1611.34,1121.36,1054.08
2010-10-20,241.79,1060.01,654.39,688.36,1025.14,1189.1,1254.75,827.53,860.07,1640.15,1125.02,1059.68
2010-10-21,242.53,1054.13,651.34,689.13,1016.26,1196.59,1268.8,809.9,859.85,1655.16,1126.31,1056.19
2010-10-22,245.84,1064.31,659.7,703.65,1033.71,1233.06,1286.76,809.5,864.98,1679.48,1124.78,1058.92
2010-10-25,248.16,1068.01,670.34,729.59,1041.42,1244.68,1284.86,817.35,869.42,1724.42,1136.5,1053.13
2010-10-26,248.38,1066.78,678.1,736.82,1051.46,1256.06,1280.86,814.46,863.38,1736.05,1154.18,1061.01
2010-10-27,246.61,1065.76,684.24,727.64,1025.39,1258.33,1265.88,804.64,864.87,1737.15,1144.88,1055.73
2010-10-28,246.41,1065.6,672.22,726.06,1011.76,1258.6,1270.41,802.2,862.32,1738.86,1133.62,1036.67
2010-10-29,242.98,1051.22,662.87,718.59,999.24,1231.47,1246.17,789.57,854.47,1733.33,1109.86,1021.73
2010-11-01,247.41,1055.43,677.12,727.13,1016.54,1279.55,1240.45,802.39,860.56,1823.81,1126.28,1023.24
